Item Code (CPC),Year,Item,ProductionUnit,Production,ValueUnit,Value,AreaUnit,Area,UnitPrice,UnitPrice_unit,HaPrice,HaPrice_unit
1229,2017,Cantaloupes and other melons,t,3075.8,1000 Int$,1154,ha,211,0.3751869432342805,1000 Int$ per t,5.469194312796208,1000 Int$ per ha
1229,2018,Cantaloupes and other melons,t,3473.11,1000 Int$,1303,ha,239,0.37516807702606597,1000 Int$ per t,5.451882845188284,1000 Int$ per ha
1229,2019,Cantaloupes and other melons,t,3373.72,1000 Int$,1266,ha,232,0.37525342944879836,1000 Int$ per t,5.456896551724138,1000 Int$ per ha
1229,2020,Cantaloupes and other melons,t,3307.54,1000 Int$,1241,ha,228,0.3752033233158178,1000 Int$ per t,5.442982456140351,1000 Int$ per ha
1229,2021,Cantaloupes and other melons,t,3384.79,1000 Int$,1270,ha,233,0.3752079154098186,1000 Int$ per t,5.450643776824034,1000 Int$ per ha
1229,2022,Cantaloupes and other melons,t,3355.35,1000 Int$,1259,ha,231,0.3752216609295603,1000 Int$ per t,5.45021645021645,1000 Int$ per ha
1229,2023,Cantaloupes and other melons,t,3349.23,1000 Int$,1257,ha,231,0.3753101459141355,1000 Int$ per t,5.441558441558442,1000 Int$ per ha
1231,2000,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,5000,1000 Int$,3356,ha,160,0.6712,1000 Int$ per t,20.975,1000 Int$ per ha
1231,2001,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,5000,1000 Int$,3356,ha,160,0.6712,1000 Int$ per t,20.975,1000 Int$ per ha
1231,2002,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,5000,1000 Int$,3356,ha,160,0.6712,1000 Int$ per t,20.975,1000 Int$ per ha
1231,2003,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,5000,1000 Int$,3356,ha,160,0.6712,1000 Int$ per t,20.975,1000 Int$ per ha
1231,2004,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,5203.9,1000 Int$,3492,ha,159,0.6710351851495994,1000 Int$ per t,21.962264150943398,1000 Int$ per ha
1231,2005,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,5600,1000 Int$,3758,ha,165,0.6710714285714285,1000 Int$ per t,22.775757575757577,1000 Int$ per ha
1231,2006,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,5435.43,1000 Int$,3648,ha,161,0.671152052367522,1000 Int$ per t,22.658385093167702,1000 Int$ per ha
1231,2007,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,5600,1000 Int$,3758,ha,159,0.6710714285714285,1000 Int$ per t,23.635220125786162,1000 Int$ per ha
1231,2008,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,5650,1000 Int$,3792,ha,160,0.6711504424778761,1000 Int$ per t,23.7,1000 Int$ per ha
1231,2009,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,5500,1000 Int$,3691,ha,158,0.6710909090909091,1000 Int$ per t,23.360759493670887,1000 Int$ per ha
1231,2010,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,5053.32,1000 Int$,3391,ha,145,0.6710439869234484,1000 Int$ per t,23.386206896551723,1000 Int$ per ha
1231,2011,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,4714.77,1000 Int$,3164,ha,135,0.6710825766686391,1000 Int$ per t,23.437037037037037,1000 Int$ per ha
1231,2012,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,4327.77,1000 Int$,2904,ha,123,0.6710153266000735,1000 Int$ per t,23.609756097560975,1000 Int$ per ha
1231,2013,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,3849.08,1000 Int$,2583,ha,108,0.6710694503621645,1000 Int$ per t,23.916666666666668,1000 Int$ per ha
1231,2014,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,7670,1000 Int$,5147,ha,183,0.6710560625814863,1000 Int$ per t,28.12568306010929,1000 Int$ per ha
1231,2015,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,7830,1000 Int$,5255,ha,161,0.6711366538952745,1000 Int$ per t,32.63975155279503,1000 Int$ per ha
1231,2016,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,6850,1000 Int$,4597,ha,110,0.671094890510949,1000 Int$ per t,41.79090909090909,1000 Int$ per ha
1231,2017,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,5080,1000 Int$,3409,ha,61,0.6710629921259843,1000 Int$ per t,55.885245901639344,1000 Int$ per ha
1231,2018,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,4140,1000 Int$,2778,ha,39,0.6710144927536232,1000 Int$ per t,71.23076923076923,1000 Int$ per ha
1231,2019,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,7245.36,1000 Int$,4863,ha,57,0.6711881811255755,1000 Int$ per t,85.3157894736842,1000 Int$ per ha
1231,2020,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,3956.06,1000 Int$,2655,ha,48,0.6711222782263161,1000 Int$ per t,55.3125,1000 Int$ per ha
1231,2021,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,4265.97,1000 Int$,2863,ha,48,0.671125207162732,1000 Int$ per t,59.645833333333336,1000 Int$ per ha
1231,2022,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,4173.45,1000 Int$,2801,ha,45,0.6711473720782566,1000 Int$ per t,62.24444444444445,1000 Int$ per ha
1231,2023,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",t,4347.56,1000 Int$,2918,ha,45,0.6711810762818684,1000 Int$ per t,64.84444444444445,1000 Int$ per ha
1232,2002,Cucumbers and gherkins,t,1384.71,1000 Int$,518,ha,53,0.37408554859862353,1000 Int$ per t,9.773584905660377,1000 Int$ per ha
1232,2003,Cucumbers and gherkins,t,918.06,1000 Int$,343,ha,31,0.3736139250157942,1000 Int$ per t,11.064516129032258,1000 Int$ per ha
1232,2005,Cucumbers and gherkins,t,2037.8,1000 Int$,762,ha,72,0.37393267248994017,1000 Int$ per t,10.583333333333334,1000 Int$ per ha
1232,2007,Cucumbers and gherkins,t,755.11,1000 Int$,283,ha,27,0.374779833401756,1000 Int$ per t,10.481481481481481,1000 Int$ per ha
1232,2008,Cucumbers and gherkins,t,750.91,1000 Int$,281,ha,27,0.37421262201861744,1000 Int$ per t,10.407407407407407,1000 Int$ per ha
1232,2009,Cucumbers and gherkins,t,812.19,1000 Int$,304,ha,29,0.37429665472364837,1000 Int$ per t,10.482758620689655,1000 Int$ per ha
1232,2010,Cucumbers and gherkins,t,693.5,1000 Int$,259,ha,25,0.3734679163662581,1000 Int$ per t,10.36,1000 Int$ per ha
1232,2011,Cucumbers and gherkins,t,659.7,1000 Int$,247,ha,24,0.3744126117932393,1000 Int$ per t,10.291666666666666,1000 Int$ per ha
1232,2012,Cucumbers and gherkins,t,680,1000 Int$,254,ha,27,0.3735294117647059,1000 Int$ per t,9.407407407407407,1000 Int$ per ha
1232,2013,Cucumbers and gherkins,t,700,1000 Int$,262,ha,27,0.3742857142857143,1000 Int$ per t,9.703703703703704,1000 Int$ per ha
1232,2014,Cucumbers and gherkins,t,650,1000 Int$,243,ha,23,0.37384615384615383,1000 Int$ per t,10.565217391304348,1000 Int$ per ha
1232,2015,Cucumbers and gherkins,t,533.7,1000 Int$,200,ha,21,0.37474236462432076,1000 Int$ per t,9.523809523809524,1000 Int$ per ha
1232,2016,Cucumbers and gherkins,t,541.96,1000 Int$,203,ha,22,0.37456638866336994,1000 Int$ per t,9.227272727272727,1000 Int$ per ha
1232,2017,Cucumbers and gherkins,t,500.29,1000 Int$,187,ha,21,0.3737832057406704,1000 Int$ per t,8.904761904761905,1000 Int$ per ha
1232,2018,Cucumbers and gherkins,t,519.08,1000 Int$,194,ha,22,0.37373815211528083,1000 Int$ per t,8.818181818181818,1000 Int$ per ha
1232,2019,Cucumbers and gherkins,t,552.59,1000 Int$,207,ha,23,0.3745996127327675,1000 Int$ per t,9,1000 Int$ per ha
1232,2020,Cucumbers and gherkins,t,554.83,1000 Int$,208,ha,23,0.3748896058252077,1000 Int$ per t,9.043478260869565,1000 Int$ per ha
1232,2021,Cucumbers and gherkins,t,554.3,1000 Int$,207,ha,23,0.37344398340248963,1000 Int$ per t,9,1000 Int$ per ha
1232,2022,Cucumbers and gherkins,t,609.38,1000 Int$,228,ha,25,0.3741507761987594,1000 Int$ per t,9.12,1000 Int$ per ha
1232,2023,Cucumbers and gherkins,t,619.47,1000 Int$,232,ha,25,0.37451369719276156,1000 Int$ per t,9.28,1000 Int$ per ha
1234,2000,Tomatoes,t,87000,1000 Int$,41422,ha,883,0.47611494252873565,1000 Int$ per t,46.91053227633069,1000 Int$ per ha
1234,2001,Tomatoes,t,87000,1000 Int$,41422,ha,666,0.47611494252873565,1000 Int$ per t,62.1951951951952,1000 Int$ per ha
1234,2002,Tomatoes,t,87000,1000 Int$,41422,ha,770,0.47611494252873565,1000 Int$ per t,53.79480519480519,1000 Int$ per ha
1234,2003,Tomatoes,t,100000,1000 Int$,47612,ha,690,0.47612,1000 Int$ per t,69.00289855072464,1000 Int$ per ha
1234,2004,Tomatoes,t,95000,1000 Int$,45231,ha,730,0.4761157894736842,1000 Int$ per t,61.96027397260274,1000 Int$ per ha
1234,2005,Tomatoes,t,90000,1000 Int$,42850,ha,898,0.4761111111111111,1000 Int$ per t,47.71714922048998,1000 Int$ per ha
1234,2006,Tomatoes,t,92000,1000 Int$,43803,ha,745,0.4761195652173913,1000 Int$ per t,58.795973154362414,1000 Int$ per ha
1234,2007,Tomatoes,t,110000,1000 Int$,52373,ha,857,0.47611818181818183,1000 Int$ per t,61.112018669778294,1000 Int$ per ha
1234,2008,Tomatoes,t,90000,1000 Int$,42850,ha,690,0.4761111111111111,1000 Int$ per t,62.10144927536232,1000 Int$ per ha
1234,2009,Tomatoes,t,92000,1000 Int$,43803,ha,853,0.4761195652173913,1000 Int$ per t,51.3516998827667,1000 Int$ per ha
1234,2010,Tomatoes,t,90290.41,1000 Int$,42989,ha,843,0.4761192246219726,1000 Int$ per t,50.995255041518384,1000 Int$ per ha
1234,2011,Tomatoes,t,92686.49,1000 Int$,44130,ha,789,0.4761211693311506,1000 Int$ per t,55.93155893536122,1000 Int$ per ha
1234,2012,Tomatoes,t,89978.3,1000 Int$,42840,ha,787,0.47611479656761685,1000 Int$ per t,54.43456162642948,1000 Int$ per ha
1234,2013,Tomatoes,t,84257.87,1000 Int$,40117,ha,739,0.4761216964065197,1000 Int$ per t,54.28552097428958,1000 Int$ per ha
1234,2014,Tomatoes,t,80049.28,1000 Int$,38113,ha,699,0.4761192105662912,1000 Int$ per t,54.525035765379116,1000 Int$ per ha
1234,2015,Tomatoes,t,74087.55,1000 Int$,35274,ha,653,0.47611238325467636,1000 Int$ per t,54.01837672281776,1000 Int$ per ha
1234,2016,Tomatoes,t,69948.22,1000 Int$,33304,ha,606,0.47612362401788066,1000 Int$ per t,54.95709570957096,1000 Int$ per ha
1234,2017,Tomatoes,t,48109.07,1000 Int$,22906,ha,408,0.4761264352023433,1000 Int$ per t,56.1421568627451,1000 Int$ per ha
1234,2018,Tomatoes,t,56435.38,1000 Int$,26870,ha,474,0.4761197674224928,1000 Int$ per t,56.687763713080166,1000 Int$ per ha
1234,2019,Tomatoes,t,57025.58,1000 Int$,27151,ha,477,0.4761196641928061,1000 Int$ per t,56.920335429769395,1000 Int$ per ha
1234,2020,Tomatoes,t,42811.78,1000 Int$,20383,ha,360,0.476107277015812,1000 Int$ per t,56.61944444444445,1000 Int$ per ha
1234,2021,Tomatoes,t,53561.15,1000 Int$,25501,ha,461,0.4761100163084624,1000 Int$ per t,55.31670281995662,1000 Int$ per ha
1234,2022,Tomatoes,t,51834.21,1000 Int$,24679,ha,447,0.4761141338895683,1000 Int$ per t,55.210290827740494,1000 Int$ per ha
1234,2023,Tomatoes,t,51733.85,1000 Int$,24631,ha,447,0.47610993575772925,1000 Int$ per t,55.10290827740492,1000 Int$ per ha
1235,2000,"Pumpkins, squash and gourds",t,155000,1000 Int$,44485,ha,7785,0.287,1000 Int$ per t,5.714193962748876,1000 Int$ per ha
1235,2001,"Pumpkins, squash and gourds",t,159237.14,1000 Int$,45701,ha,7857,0.2869996283530337,1000 Int$ per t,5.8165966653939165,1000 Int$ per ha
1235,2002,"Pumpkins, squash and gourds",t,156000,1000 Int$,44772,ha,7593,0.287,1000 Int$ per t,5.896483603318846,1000 Int$ per ha
1235,2003,"Pumpkins, squash and gourds",t,126000,1000 Int$,36162,ha,7600,0.287,1000 Int$ per t,4.758157894736842,1000 Int$ per ha
1235,2004,"Pumpkins, squash and gourds",t,108000,1000 Int$,30996,ha,7600,0.287,1000 Int$ per t,4.078421052631579,1000 Int$ per ha
1235,2005,"Pumpkins, squash and gourds",t,124000,1000 Int$,35588,ha,8074,0.287,1000 Int$ per t,4.407728511270745,1000 Int$ per ha
1235,2006,"Pumpkins, squash and gourds",t,154000,1000 Int$,44198,ha,7418,0.287,1000 Int$ per t,5.958209760043139,1000 Int$ per ha
1235,2007,"Pumpkins, squash and gourds",t,185000,1000 Int$,53095,ha,8840,0.287,1000 Int$ per t,6.006221719457014,1000 Int$ per ha
1235,2008,"Pumpkins, squash and gourds",t,175000,1000 Int$,50225,ha,8800,0.287,1000 Int$ per t,5.707386363636363,1000 Int$ per ha
1235,2009,"Pumpkins, squash and gourds",t,160000,1000 Int$,45920,ha,7843,0.287,1000 Int$ per t,5.854902460793064,1000 Int$ per ha
1235,2010,"Pumpkins, squash and gourds",t,146042.47,1000 Int$,41914,ha,7210,0.2869987066091117,1000 Int$ per t,5.813314840499307,1000 Int$ per ha
1235,2011,"Pumpkins, squash and gourds",t,136931.49,1000 Int$,39299,ha,7510,0.2869975343144225,1000 Int$ per t,5.2328894806924104,1000 Int$ per ha
1235,2012,"Pumpkins, squash and gourds",t,140296.88,1000 Int$,40265,ha,7885,0.28699854194904406,1000 Int$ per t,5.106531388712746,1000 Int$ per ha
1235,2013,"Pumpkins, squash and gourds",t,137616.35,1000 Int$,39496,ha,7778,0.28700078152050973,1000 Int$ per t,5.077912059655438,1000 Int$ per ha
1235,2014,"Pumpkins, squash and gourds",t,154000,1000 Int$,44198,ha,7470,0.287,1000 Int$ per t,5.91673360107095,1000 Int$ per ha
1235,2015,"Pumpkins, squash and gourds",t,159000,1000 Int$,45633,ha,8023,0.287,1000 Int$ per t,5.68777265362084,1000 Int$ per ha
1235,2016,"Pumpkins, squash and gourds",t,160000,1000 Int$,45920,ha,8143,0.287,1000 Int$ per t,5.639199312292766,1000 Int$ per ha
1235,2017,"Pumpkins, squash and gourds",t,141000,1000 Int$,40467,ha,6953,0.287,1000 Int$ per t,5.8200776643175605,1000 Int$ per ha
1235,2018,"Pumpkins, squash and gourds",t,137000,1000 Int$,39319,ha,6720,0.287,1000 Int$ per t,5.851041666666666,1000 Int$ per ha
1235,2019,"Pumpkins, squash and gourds",t,136571.18,1000 Int$,39196,ha,6783,0.2870005223649675,1000 Int$ per t,5.778564057201828,1000 Int$ per ha
1235,2020,"Pumpkins, squash and gourds",t,136237.37,1000 Int$,39100,ha,7070,0.2869990810891314,1000 Int$ per t,5.530410183875531,1000 Int$ per ha
1235,2021,"Pumpkins, squash and gourds",t,136928.21,1000 Int$,39298,ha,7070,0.2869971060017509,1000 Int$ per t,5.558415841584158,1000 Int$ per ha
1235,2022,"Pumpkins, squash and gourds",t,92935.92,1000 Int$,26672,ha,4800,0.2869934466673381,1000 Int$ per t,5.556666666666667,1000 Int$ per ha
1235,2023,"Pumpkins, squash and gourds",t,92907.86,1000 Int$,26664,ha,4800,0.2869940175136958,1000 Int$ per t,5.555,1000 Int$ per ha
1241.9,2000,"Other beans, green",t,8000,1000 Int$,2532,ha,773,0.3165,1000 Int$ per t,3.275549805950841,1000 Int$ per ha
1241.9,2001,"Other beans, green",t,5163,1000 Int$,1634,ha,775,0.31648266511717993,1000 Int$ per t,2.1083870967741936,1000 Int$ per ha
1241.9,2002,"Other beans, green",t,5173,1000 Int$,1637,ha,776,0.3164508022424125,1000 Int$ per t,2.109536082474227,1000 Int$ per ha
1241.9,2003,"Other beans, green",t,5200,1000 Int$,1646,ha,777,0.31653846153846155,1000 Int$ per t,2.1184041184041185,1000 Int$ per ha
1241.9,2004,"Other beans, green",t,5300,1000 Int$,1678,ha,790,0.31660377358490566,1000 Int$ per t,2.1240506329113926,1000 Int$ per ha
1241.9,2005,"Other beans, green",t,5400,1000 Int$,1709,ha,746,0.3164814814814815,1000 Int$ per t,2.2908847184986594,1000 Int$ per ha
1241.9,2006,"Other beans, green",t,5700,1000 Int$,1804,ha,850,0.31649122807017543,1000 Int$ per t,2.1223529411764708,1000 Int$ per ha
1241.9,2007,"Other beans, green",t,5000,1000 Int$,1583,ha,724,0.3166,1000 Int$ per t,2.18646408839779,1000 Int$ per ha
1241.9,2008,"Other beans, green",t,4977.05,1000 Int$,1575,ha,730,0.31645251705327454,1000 Int$ per t,2.1575342465753424,1000 Int$ per ha
1241.9,2009,"Other beans, green",t,4900,1000 Int$,1551,ha,736,0.316530612244898,1000 Int$ per t,2.1073369565217392,1000 Int$ per ha
1241.9,2010,"Other beans, green",t,5600,1000 Int$,1773,ha,850,0.31660714285714286,1000 Int$ per t,2.0858823529411765,1000 Int$ per ha
1241.9,2011,"Other beans, green",t,6300,1000 Int$,1994,ha,1060,0.3165079365079365,1000 Int$ per t,1.881132075471698,1000 Int$ per ha
1241.9,2012,"Other beans, green",t,7800,1000 Int$,2469,ha,1186,0.31653846153846155,1000 Int$ per t,2.081787521079258,1000 Int$ per ha
1241.9,2013,"Other beans, green",t,5991,1000 Int$,1896,ha,949,0.3164747120681021,1000 Int$ per t,1.9978925184404637,1000 Int$ per ha
1241.9,2014,"Other beans, green",t,8880,1000 Int$,2811,ha,764,0.31655405405405407,1000 Int$ per t,3.6793193717277486,1000 Int$ per ha
1241.9,2015,"Other beans, green",t,8150,1000 Int$,2580,ha,871,0.3165644171779141,1000 Int$ per t,2.9621125143513205,1000 Int$ per ha
1241.9,2016,"Other beans, green",t,7970,1000 Int$,2523,ha,851,0.3165621079046424,1000 Int$ per t,2.9647473560517037,1000 Int$ per ha
1241.9,2017,"Other beans, green",t,7220,1000 Int$,2285,ha,630,0.31648199445983377,1000 Int$ per t,3.626984126984127,1000 Int$ per ha
1241.9,2018,"Other beans, green",t,7070,1000 Int$,2238,ha,665,0.3165487977369166,1000 Int$ per t,3.3654135338345865,1000 Int$ per ha
1241.9,2019,"Other beans, green",t,6411.39,1000 Int$,2029,ha,648,0.31646803579255045,1000 Int$ per t,3.131172839506173,1000 Int$ per ha
1241.9,2020,"Other beans, green",t,7099.7,1000 Int$,2247,ha,712,0.3164922461512458,1000 Int$ per t,3.1558988764044944,1000 Int$ per ha
1241.9,2021,"Other beans, green",t,7314.04,1000 Int$,2315,ha,712,0.3165145391602999,1000 Int$ per t,3.2514044943820224,1000 Int$ per ha
1241.9,2022,"Other beans, green",t,10906.66,1000 Int$,3452,ha,1043,0.31650386094368027,1000 Int$ per t,3.309683604985618,1000 Int$ per ha
1241.9,2023,"Other beans, green",t,11141.68,1000 Int$,3527,ha,1043,0.3165590826518083,1000 Int$ per t,3.3815915627996165,1000 Int$ per ha
1242,2000,"Peas, green",t,60000,1000 Int$,36567,ha,7570,0.60945,1000 Int$ per t,4.830515191545575,1000 Int$ per ha
1242,2001,"Peas, green",t,43208,1000 Int$,26333,ha,7922,0.6094473245695241,1000 Int$ per t,3.3240343347639487,1000 Int$ per ha
1242,2002,"Peas, green",t,45125,1000 Int$,27501,ha,7679,0.6094404432132964,1000 Int$ per t,3.581325693449668,1000 Int$ per ha
1242,2003,"Peas, green",t,58000,1000 Int$,35348,ha,9708,0.609448275862069,1000 Int$ per t,3.641120725175113,1000 Int$ per ha
1242,2004,"Peas, green",t,63000,1000 Int$,38395,ha,10070,0.6094444444444445,1000 Int$ per t,3.8128103277060577,1000 Int$ per ha
1242,2005,"Peas, green",t,63000,1000 Int$,38395,ha,8747,0.6094444444444445,1000 Int$ per t,4.389504973133646,1000 Int$ per ha
1242,2006,"Peas, green",t,61873.65,1000 Int$,37709,ha,8900,0.6094516809659686,1000 Int$ per t,4.236966292134832,1000 Int$ per ha
1242,2007,"Peas, green",t,50000,1000 Int$,30472,ha,6791,0.60944,1000 Int$ per t,4.487115299661316,1000 Int$ per ha
1242,2008,"Peas, green",t,47000,1000 Int$,28644,ha,6500,0.6094468085106383,1000 Int$ per t,4.406769230769231,1000 Int$ per ha
1242,2009,"Peas, green",t,43000,1000 Int$,26206,ha,5988,0.6094418604651163,1000 Int$ per t,4.376419505678022,1000 Int$ per ha
1242,2010,"Peas, green",t,43227.09,1000 Int$,26345,ha,6299,0.60945578339879,1000 Int$ per t,4.182409906334339,1000 Int$ per ha
1242,2011,"Peas, green",t,41316.89,1000 Int$,25181,ha,6232,0.6094601989646365,1000 Int$ per t,4.040596919127086,1000 Int$ per ha
1242,2012,"Peas, green",t,43940.38,1000 Int$,26779,ha,6672,0.6094394267869327,1000 Int$ per t,4.0136390887290165,1000 Int$ per ha
1242,2013,"Peas, green",t,40339.23,1000 Int$,24585,ha,6113,0.6094563530340068,1000 Int$ per t,4.0217569115000815,1000 Int$ per ha
1242,2014,"Peas, green",t,34883.95,1000 Int$,21260,ha,5311,0.6094493312827246,1000 Int$ per t,4.00301261532668,1000 Int$ per ha
1242,2015,"Peas, green",t,34281.51,1000 Int$,20893,ha,5188,0.6094539009512708,1000 Int$ per t,4.027178103315343,1000 Int$ per ha
1242,2016,"Peas, green",t,32403.63,1000 Int$,19748,ha,4920,0.6094378932236912,1000 Int$ per t,4.013821138211382,1000 Int$ per ha
1242,2017,"Peas, green",t,26803.37,1000 Int$,16335,ha,4075,0.609438290782092,1000 Int$ per t,4.008588957055215,1000 Int$ per ha
1242,2018,"Peas, green",t,29501.41,1000 Int$,17980,ha,4483,0.6094623951872131,1000 Int$ per t,4.010707115770689,1000 Int$ per ha
1242,2019,"Peas, green",t,27662.89,1000 Int$,16859,ha,4201,0.6094446386476612,1000 Int$ per t,4.01309212092359,1000 Int$ per ha
1242,2020,"Peas, green",t,24869.36,1000 Int$,15157,ha,3757,0.6094648193600478,1000 Int$ per t,4.0343359063082245,1000 Int$ per ha
1242,2021,"Peas, green",t,24737.55,1000 Int$,15076,ha,3757,0.6094378788521904,1000 Int$ per t,4.012776151184456,1000 Int$ per ha
1242,2022,"Peas, green",t,30618.58,1000 Int$,18660,ha,4648,0.6094338796900444,1000 Int$ per t,4.014629948364888,1000 Int$ per ha
1242,2023,"Peas, green",t,30632.91,1000 Int$,18669,ha,4648,0.609442589685407,1000 Int$ per t,4.016566265060241,1000 Int$ per ha
1243,2000,"Broad beans and horse beans, green",t,1000,1000 Int$,464,ha,130,0.464,1000 Int$ per t,3.5692307692307694,1000 Int$ per ha
1243,2001,"Broad beans and horse beans, green",t,1000,1000 Int$,464,ha,130,0.464,1000 Int$ per t,3.5692307692307694,1000 Int$ per ha
1243,2002,"Broad beans and horse beans, green",t,1000,1000 Int$,464,ha,130,0.464,1000 Int$ per t,3.5692307692307694,1000 Int$ per ha
1243,2003,"Broad beans and horse beans, green",t,1000,1000 Int$,464,ha,130,0.464,1000 Int$ per t,3.5692307692307694,1000 Int$ per ha
1243,2004,"Broad beans and horse beans, green",t,998.55,1000 Int$,463,ha,129,0.4636723248710631,1000 Int$ per t,3.5891472868217056,1000 Int$ per ha
1243,2005,"Broad beans and horse beans, green",t,743.23,1000 Int$,345,ha,90,0.4641900892052258,1000 Int$ per t,3.8333333333333335,1000 Int$ per ha
1243,2006,"Broad beans and horse beans, green",t,719.07,1000 Int$,334,ha,88,0.46448885365819736,1000 Int$ per t,3.7954545454545454,1000 Int$ per ha
1243,2007,"Broad beans and horse beans, green",t,692.53,1000 Int$,321,ha,84,0.46351782594255847,1000 Int$ per t,3.8214285714285716,1000 Int$ per ha
1243,2008,"Broad beans and horse beans, green",t,666,1000 Int$,309,ha,80,0.46396396396396394,1000 Int$ per t,3.8625,1000 Int$ per ha
1243,2009,"Broad beans and horse beans, green",t,639.46,1000 Int$,297,ha,76,0.4644543833859819,1000 Int$ per t,3.9078947368421053,1000 Int$ per ha
1243,2010,"Broad beans and horse beans, green",t,612.93,1000 Int$,284,ha,72,0.4633481800531872,1000 Int$ per t,3.9444444444444446,1000 Int$ per ha
1243,2011,"Broad beans and horse beans, green",t,586.4,1000 Int$,272,ha,68,0.4638472032742156,1000 Int$ per t,4,1000 Int$ per ha
1243,2012,"Broad beans and horse beans, green",t,564.66,1000 Int$,262,ha,65,0.4639960330110155,1000 Int$ per t,4.030769230769231,1000 Int$ per ha
1243,2013,"Broad beans and horse beans, green",t,553.38,1000 Int$,257,ha,63,0.464418663486212,1000 Int$ per t,4.079365079365079,1000 Int$ per ha
1243,2014,"Broad beans and horse beans, green",t,540.64,1000 Int$,251,ha,61,0.46426457531814147,1000 Int$ per t,4.114754098360656,1000 Int$ per ha
1243,2015,"Broad beans and horse beans, green",t,569.24,1000 Int$,264,ha,63,0.4637762630876256,1000 Int$ per t,4.190476190476191,1000 Int$ per ha
1243,2016,"Broad beans and horse beans, green",t,554.42,1000 Int$,257,ha,65,0.4635474910717507,1000 Int$ per t,3.953846153846154,1000 Int$ per ha
1243,2017,"Broad beans and horse beans, green",t,547.16,1000 Int$,254,ha,63,0.4642152204108488,1000 Int$ per t,4.031746031746032,1000 Int$ per ha
1243,2018,"Broad beans and horse beans, green",t,538.59,1000 Int$,250,ha,62,0.46417497539872626,1000 Int$ per t,4.032258064516129,1000 Int$ per ha
1243,2019,"Broad beans and horse beans, green",t,529.37,1000 Int$,246,ha,64,0.4647033265957648,1000 Int$ per t,3.84375,1000 Int$ per ha
1243,2020,"Broad beans and horse beans, green",t,538.37,1000 Int$,250,ha,63,0.4643646562772814,1000 Int$ per t,3.9682539682539684,1000 Int$ per ha
1243,2021,"Broad beans and horse beans, green",t,535.44,1000 Int$,249,ha,63,0.4650380995069475,1000 Int$ per t,3.9523809523809526,1000 Int$ per ha
1243,2022,"Broad beans and horse beans, green",t,534.4,1000 Int$,248,ha,63,0.46407185628742514,1000 Int$ per t,3.9365079365079363,1000 Int$ per ha
1243,2023,"Broad beans and horse beans, green",t,536.07,1000 Int$,249,ha,63,0.46449157759247856,1000 Int$ per t,3.9523809523809526,1000 Int$ per ha
1251,2000,Carrots and turnips,t,77000,1000 Int$,21281,ha,2460,0.2763766233766234,1000 Int$ per t,8.650813008130081,1000 Int$ per ha
1251,2001,Carrots and turnips,t,78252,1000 Int$,21627,ha,2500,0.2763763226499003,1000 Int$ per t,8.6508,1000 Int$ per ha
1251,2002,Carrots and turnips,t,57312,1000 Int$,15840,ha,1831,0.27638190954773867,1000 Int$ per t,8.651010376843255,1000 Int$ per ha
1251,2003,Carrots and turnips,t,65000,1000 Int$,17965,ha,1936,0.2763846153846154,1000 Int$ per t,9.27944214876033,1000 Int$ per ha
1251,2004,Carrots and turnips,t,65000,1000 Int$,17965,ha,1648,0.2763846153846154,1000 Int$ per t,10.90109223300971,1000 Int$ per ha
1251,2005,Carrots and turnips,t,65000,1000 Int$,17965,ha,1400,0.2763846153846154,1000 Int$ per t,12.832142857142857,1000 Int$ per ha
1251,2006,Carrots and turnips,t,65000,1000 Int$,17965,ha,1450,0.2763846153846154,1000 Int$ per t,12.389655172413793,1000 Int$ per ha
1251,2007,Carrots and turnips,t,58116.73,1000 Int$,16062,ha,1320,0.2763748063595457,1000 Int$ per t,12.168181818181818,1000 Int$ per ha
